environment,seed,budget,method,future_tasks,ndcg,recall_at_10,measured_onboarding_generation_seconds,amortized_setup_generation_seconds_per_future_task,total_search_calls,total_sample_calls,total_llm_calls,total_input_tokens,total_output_tokens
nfcorpus_dense,23,4,information_gain,200,0.2347861132448854,0.25276979430825586,100.15326391182316,0.5007663195591158,208.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,8,information_gain,1,0.2347861132448854,0.25276979430825586,100.15326391182316,100.15326391182316,17.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,8,information_gain,10,0.2347861132448854,0.25276979430825586,100.15326391182316,10.015326391182317,26.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,8,information_gain,50,0.2347861132448854,0.25276979430825586,100.15326391182316,2.003065278236463,66.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,8,information_gain,200,0.2347861132448854,0.25276979430825586,100.15326391182316,0.5007663195591158,216.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,16,information_gain,1,0.2347861132448854,0.25276979430825586,100.15326391182316,100.15326391182316,33.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,16,information_gain,10,0.2347861132448854,0.25276979430825586,100.15326391182316,10.015326391182317,42.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,16,information_gain,50,0.2347861132448854,0.25276979430825586,100.15326391182316,2.003065278236463,82.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,16,information_gain,200,0.2347861132448854,0.25276979430825586,100.15326391182316,0.5007663195591158,232.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,32,information_gain,1,0.2347861132448854,0.25276979430825586,100.15326391182316,100.15326391182316,65.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,32,information_gain,10,0.2347861132448854,0.25276979430825586,100.15326391182316,10.015326391182317,74.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,32,information_gain,50,0.2347861132448854,0.25276979430825586,100.15326391182316,2.003065278236463,114.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,32,information_gain,200,0.2347861132448854,0.25276979430825586,100.15326391182316,0.5007663195591158,264.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,0,learned_value,1,0.2347861132448854,0.25276979430825586,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nfcorpus_dense,23,0,learned_value,10,0.2347861132448854,0.25276979430825586,0.0,0.0,10.0,0.0,0.0,0.0,0.0
nfcorpus_dense,23,0,learned_value,50,0.2347861132448854,0.25276979430825586,0.0,0.0,50.0,0.0,0.0,0.0,0.0
nfcorpus_dense,23,0,learned_value,200,0.2347861132448854,0.25276979430825586,0.0,0.0,200.0,0.0,0.0,0.0,0.0
nfcorpus_dense,23,4,learned_value,1,0.2347861132448854,0.25276979430825586,100.15326391182316,100.15326391182316,9.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,4,learned_value,10,0.2347861132448854,0.25276979430825586,100.15326391182316,10.015326391182317,18.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,4,learned_value,50,0.2347861132448854,0.25276979430825586,100.15326391182316,2.003065278236463,58.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,4,learned_value,200,0.2347861132448854,0.25276979430825586,100.15326391182316,0.5007663195591158,208.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,8,learned_value,1,0.2347861132448854,0.25276979430825586,100.15326391182316,100.15326391182316,18.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,8,learned_value,10,0.2347861132448854,0.25276979430825586,100.15326391182316,10.015326391182317,27.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,8,learned_value,50,0.2347861132448854,0.25276979430825586,100.15326391182316,2.003065278236463,67.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,8,learned_value,200,0.2347861132448854,0.25276979430825586,100.15326391182316,0.5007663195591158,217.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,16,learned_value,1,0.2347861132448854,0.25276979430825586,100.15326391182316,100.15326391182316,35.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,16,learned_value,10,0.2347861132448854,0.25276979430825586,100.15326391182316,10.015326391182317,44.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,16,learned_value,50,0.2347861132448854,0.25276979430825586,100.15326391182316,2.003065278236463,84.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,16,learned_value,200,0.2347861132448854,0.25276979430825586,100.15326391182316,0.5007663195591158,234.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,32,learned_value,1,0.2347861132448854,0.25276979430825586,100.15326391182316,100.15326391182316,72.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,32,learned_value,10,0.2347861132448854,0.25276979430825586,100.15326391182316,10.015326391182317,81.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,32,learned_value,50,0.2347861132448854,0.25276979430825586,100.15326391182316,2.003065278236463,121.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,23,32,learned_value,200,0.2347861132448854,0.25276979430825586,100.15326391182316,0.5007663195591158,271.0,16.0,48.0,23007.0,5887.0
nfcorpus_dense,47,0,source_router,1,0.2347861132448854,0.25276979430825586,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,0,source_router,10,0.2347861132448854,0.25276979430825586,0.0,0.0,10.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,0,source_router,50,0.2347861132448854,0.25276979430825586,0.0,0.0,50.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,0,source_router,200,0.2347861132448854,0.25276979430825586,0.0,0.0,200.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,4,source_router,1,0.2347861132448854,0.25276979430825586,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,4,source_router,10,0.2347861132448854,0.25276979430825586,0.0,0.0,10.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,4,source_router,50,0.2347861132448854,0.25276979430825586,0.0,0.0,50.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,4,source_router,200,0.2347861132448854,0.25276979430825586,0.0,0.0,200.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,8,source_router,1,0.2347861132448854,0.25276979430825586,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,8,source_router,10,0.2347861132448854,0.25276979430825586,0.0,0.0,10.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,8,source_router,50,0.2347861132448854,0.25276979430825586,0.0,0.0,50.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,8,source_router,200,0.2347861132448854,0.25276979430825586,0.0,0.0,200.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,16,source_router,1,0.2347861132448854,0.25276979430825586,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,16,source_router,10,0.2347861132448854,0.25276979430825586,0.0,0.0,10.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,16,source_router,50,0.2347861132448854,0.25276979430825586,0.0,0.0,50.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,16,source_router,200,0.2347861132448854,0.25276979430825586,0.0,0.0,200.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,32,source_router,1,0.2347861132448854,0.25276979430825586,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,32,source_router,10,0.2347861132448854,0.25276979430825586,0.0,0.0,10.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,32,source_router,50,0.2347861132448854,0.25276979430825586,0.0,0.0,50.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,32,source_router,200,0.2347861132448854,0.25276979430825586,0.0,0.0,200.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,0,random,1,0.2347861132448854,0.25276979430825586,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,0,random,10,0.2347861132448854,0.25276979430825586,0.0,0.0,10.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,0,random,50,0.2347861132448854,0.25276979430825586,0.0,0.0,50.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,0,random,200,0.2347861132448854,0.25276979430825586,0.0,0.0,200.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,4,random,1,0.2347861132448854,0.25276979430825586,96.14452316188545,96.14452316188545,11.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,4,random,10,0.2347861132448854,0.25276979430825586,96.14452316188545,9.614452316188544,20.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,4,random,50,0.2347861132448854,0.25276979430825586,96.14452316188545,1.9228904632377088,60.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,4,random,200,0.2347861132448854,0.25276979430825586,96.14452316188545,0.4807226158094272,210.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,8,random,1,0.2347861132448854,0.25276979430825586,96.14452316188545,96.14452316188545,19.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,8,random,10,0.2347861132448854,0.25276979430825586,96.14452316188545,9.614452316188544,28.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,8,random,50,0.2347861132448854,0.25276979430825586,96.14452316188545,1.9228904632377088,68.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,8,random,200,0.2347861132448854,0.25276979430825586,96.14452316188545,0.4807226158094272,218.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,16,random,1,0.2347861132448854,0.25276979430825586,96.14452316188545,96.14452316188545,36.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,16,random,10,0.2347861132448854,0.25276979430825586,96.14452316188545,9.614452316188544,45.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,16,random,50,0.2347861132448854,0.25276979430825586,96.14452316188545,1.9228904632377088,85.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,16,random,200,0.2347861132448854,0.25276979430825586,96.14452316188545,0.4807226158094272,235.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,32,random,1,0.2347861132448854,0.25276979430825586,96.14452316188545,96.14452316188545,72.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,32,random,10,0.2347861132448854,0.25276979430825586,96.14452316188545,9.614452316188544,81.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,32,random,50,0.2347861132448854,0.25276979430825586,96.14452316188545,1.9228904632377088,121.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,32,random,200,0.2347861132448854,0.25276979430825586,96.14452316188545,0.4807226158094272,271.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,0,fixed,1,0.2347861132448854,0.25276979430825586,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,0,fixed,10,0.2347861132448854,0.25276979430825586,0.0,0.0,10.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,0,fixed,50,0.2347861132448854,0.25276979430825586,0.0,0.0,50.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,0,fixed,200,0.2347861132448854,0.25276979430825586,0.0,0.0,200.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,4,fixed,1,0.2347861132448854,0.25276979430825586,96.14452316188545,96.14452316188545,10.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,4,fixed,10,0.2347861132448854,0.25276979430825586,96.14452316188545,9.614452316188544,19.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,4,fixed,50,0.2347861132448854,0.25276979430825586,96.14452316188545,1.9228904632377088,59.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,4,fixed,200,0.2347861132448854,0.25276979430825586,96.14452316188545,0.4807226158094272,209.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,8,fixed,1,0.2347861132448854,0.25276979430825586,96.14452316188545,96.14452316188545,19.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,8,fixed,10,0.2347861132448854,0.25276979430825586,96.14452316188545,9.614452316188544,28.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,8,fixed,50,0.2347861132448854,0.25276979430825586,96.14452316188545,1.9228904632377088,68.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,8,fixed,200,0.2347861132448854,0.25276979430825586,96.14452316188545,0.4807226158094272,218.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,16,fixed,1,0.2347861132448854,0.25276979430825586,96.14452316188545,96.14452316188545,37.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,16,fixed,10,0.2347861132448854,0.25276979430825586,96.14452316188545,9.614452316188544,46.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,16,fixed,50,0.2347861132448854,0.25276979430825586,96.14452316188545,1.9228904632377088,86.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,16,fixed,200,0.2347861132448854,0.25276979430825586,96.14452316188545,0.4807226158094272,236.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,32,fixed,1,0.2347861132448854,0.25276979430825586,96.14452316188545,96.14452316188545,73.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,32,fixed,10,0.2347861132448854,0.25276979430825586,96.14452316188545,9.614452316188544,82.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,32,fixed,50,0.2347861132448854,0.25276979430825586,96.14452316188545,1.9228904632377088,122.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,32,fixed,200,0.2347861132448854,0.25276979430825586,96.14452316188545,0.4807226158094272,272.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,0,information_gain,1,0.2347861132448854,0.25276979430825586,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,0,information_gain,10,0.2347861132448854,0.25276979430825586,0.0,0.0,10.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,0,information_gain,50,0.2347861132448854,0.25276979430825586,0.0,0.0,50.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,0,information_gain,200,0.2347861132448854,0.25276979430825586,0.0,0.0,200.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,4,information_gain,1,0.2347861132448854,0.25276979430825586,96.14452316188545,96.14452316188545,9.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,4,information_gain,10,0.2347861132448854,0.25276979430825586,96.14452316188545,9.614452316188544,18.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,4,information_gain,50,0.2347861132448854,0.25276979430825586,96.14452316188545,1.9228904632377088,58.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,4,information_gain,200,0.2347861132448854,0.25276979430825586,96.14452316188545,0.4807226158094272,208.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,8,information_gain,1,0.2347861132448854,0.25276979430825586,96.14452316188545,96.14452316188545,17.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,8,information_gain,10,0.2347861132448854,0.25276979430825586,96.14452316188545,9.614452316188544,26.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,8,information_gain,50,0.2347861132448854,0.25276979430825586,96.14452316188545,1.9228904632377088,66.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,8,information_gain,200,0.2347861132448854,0.25276979430825586,96.14452316188545,0.4807226158094272,216.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,16,information_gain,1,0.2347861132448854,0.25276979430825586,96.14452316188545,96.14452316188545,33.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,16,information_gain,10,0.2347861132448854,0.25276979430825586,96.14452316188545,9.614452316188544,42.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,16,information_gain,50,0.2347861132448854,0.25276979430825586,96.14452316188545,1.9228904632377088,82.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,16,information_gain,200,0.2347861132448854,0.25276979430825586,96.14452316188545,0.4807226158094272,232.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,32,information_gain,1,0.2347861132448854,0.25276979430825586,96.14452316188545,96.14452316188545,65.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,32,information_gain,10,0.2347861132448854,0.25276979430825586,96.14452316188545,9.614452316188544,74.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,32,information_gain,50,0.2347861132448854,0.25276979430825586,96.14452316188545,1.9228904632377088,114.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,32,information_gain,200,0.2347861132448854,0.25276979430825586,96.14452316188545,0.4807226158094272,264.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,0,learned_value,1,0.2347861132448854,0.25276979430825586,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,0,learned_value,10,0.2347861132448854,0.25276979430825586,0.0,0.0,10.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,0,learned_value,50,0.2347861132448854,0.25276979430825586,0.0,0.0,50.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,0,learned_value,200,0.2347861132448854,0.25276979430825586,0.0,0.0,200.0,0.0,0.0,0.0,0.0
nfcorpus_dense,47,4,learned_value,1,0.2347861132448854,0.25276979430825586,96.14452316188545,96.14452316188545,11.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,4,learned_value,10,0.2347861132448854,0.25276979430825586,96.14452316188545,9.614452316188544,20.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,4,learned_value,50,0.2347861132448854,0.25276979430825586,96.14452316188545,1.9228904632377088,60.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,4,learned_value,200,0.2347861132448854,0.25276979430825586,96.14452316188545,0.4807226158094272,210.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,8,learned_value,1,0.2347861132448854,0.25276979430825586,96.14452316188545,96.14452316188545,19.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,8,learned_value,10,0.2347861132448854,0.25276979430825586,96.14452316188545,9.614452316188544,28.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,8,learned_value,50,0.2347861132448854,0.25276979430825586,96.14452316188545,1.9228904632377088,68.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,8,learned_value,200,0.2347861132448854,0.25276979430825586,96.14452316188545,0.4807226158094272,218.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,16,learned_value,1,0.2347861132448854,0.25276979430825586,96.14452316188545,96.14452316188545,36.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,16,learned_value,10,0.2347861132448854,0.25276979430825586,96.14452316188545,9.614452316188544,45.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,16,learned_value,50,0.2347861132448854,0.25276979430825586,96.14452316188545,1.9228904632377088,85.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,16,learned_value,200,0.2347861132448854,0.25276979430825586,96.14452316188545,0.4807226158094272,235.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,32,learned_value,1,0.2347861132448854,0.25276979430825586,96.14452316188545,96.14452316188545,72.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,32,learned_value,10,0.2347861132448854,0.25276979430825586,96.14452316188545,9.614452316188544,81.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,32,learned_value,50,0.2347861132448854,0.25276979430825586,96.14452316188545,1.9228904632377088,121.0,16.0,48.0,24033.0,5850.0
nfcorpus_dense,47,32,learned_value,200,0.2347861132448854,0.25276979430825586,96.14452316188545,0.4807226158094272,271.0,16.0,48.0,24033.0,5850.0
scifact_bm25,11,0,source_router,1,0.6061398767848605,0.7344444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scifact_bm25,11,0,source_router,10,0.6061398767848605,0.7344444444444445,0.0,0.0,10.0,0.0,0.0,0.0,0.0
scifact_bm25,11,0,source_router,50,0.6061398767848605,0.7344444444444445,0.0,0.0,50.0,0.0,0.0,0.0,0.0
scifact_bm25,11,0,source_router,200,0.6061398767848605,0.7344444444444445,0.0,0.0,200.0,0.0,0.0,0.0,0.0
scifact_bm25,11,4,source_router,1,0.6061398767848605,0.7344444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scifact_bm25,11,4,source_router,10,0.6061398767848605,0.7344444444444445,0.0,0.0,10.0,0.0,0.0,0.0,0.0
scifact_bm25,11,4,source_router,50,0.6061398767848605,0.7344444444444445,0.0,0.0,50.0,0.0,0.0,0.0,0.0
scifact_bm25,11,4,source_router,200,0.6061398767848605,0.7344444444444445,0.0,0.0,200.0,0.0,0.0,0.0,0.0
scifact_bm25,11,8,source_router,1,0.6061398767848605,0.7344444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scifact_bm25,11,8,source_router,10,0.6061398767848605,0.7344444444444445,0.0,0.0,10.0,0.0,0.0,0.0,0.0
scifact_bm25,11,8,source_router,50,0.6061398767848605,0.7344444444444445,0.0,0.0,50.0,0.0,0.0,0.0,0.0
scifact_bm25,11,8,source_router,200,0.6061398767848605,0.7344444444444445,0.0,0.0,200.0,0.0,0.0,0.0,0.0
scifact_bm25,11,16,source_router,1,0.6061398767848605,0.7344444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scifact_bm25,11,16,source_router,10,0.6061398767848605,0.7344444444444445,0.0,0.0,10.0,0.0,0.0,0.0,0.0
scifact_bm25,11,16,source_router,50,0.6061398767848605,0.7344444444444445,0.0,0.0,50.0,0.0,0.0,0.0,0.0
scifact_bm25,11,16,source_router,200,0.6061398767848605,0.7344444444444445,0.0,0.0,200.0,0.0,0.0,0.0,0.0
scifact_bm25,11,32,source_router,1,0.6061398767848605,0.7344444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scifact_bm25,11,32,source_router,10,0.6061398767848605,0.7344444444444445,0.0,0.0,10.0,0.0,0.0,0.0,0.0
scifact_bm25,11,32,source_router,50,0.6061398767848605,0.7344444444444445,0.0,0.0,50.0,0.0,0.0,0.0,0.0
scifact_bm25,11,32,source_router,200,0.6061398767848605,0.7344444444444445,0.0,0.0,200.0,0.0,0.0,0.0,0.0
scifact_bm25,11,0,random,1,0.6061398767848605,0.7344444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scifact_bm25,11,0,random,10,0.6061398767848605,0.7344444444444445,0.0,0.0,10.0,0.0,0.0,0.0,0.0
scifact_bm25,11,0,random,50,0.6061398767848605,0.7344444444444445,0.0,0.0,50.0,0.0,0.0,0.0,0.0
scifact_bm25,11,0,random,200,0.6061398767848605,0.7344444444444445,0.0,0.0,200.0,0.0,0.0,0.0,0.0
scifact_bm25,11,4,random,1,0.6061398767848605,0.7344444444444445,76.11252064608561,76.11252064608561,9.0,16.0,48.0,23491.0,6060.0
scifact_bm25,11,4,random,10,0.6061398767848605,0.7344444444444445,76.11252064608561,7.6112520646085615,18.0,16.0,48.0,23491.0,6060.0
scifact_bm25,11,4,random,50,0.6061398767848605,0.7344444444444445,76.11252064608561,1.5222504129217123,58.0,16.0,48.0,23491.0,6060.0
scifact_bm25,11,4,random,200,0.6061398767848605,0.7344444444444445,76.11252064608561,0.38056260323042806,208.0,16.0,48.0,23491.0,6060.0
scifact_bm25,11,8,random,1,0.6061398767848605,0.7344444444444445,76.11252064608561,76.11252064608561,17.0,16.0,48.0,23491.0,6060.0
scifact_bm25,11,8,random,10,0.6061398767848605,0.7344444444444445,76.11252064608561,7.6112520646085615,26.0,16.0,48.0,23491.0,6060.0
